customer_id,name,email,signup_date,location,age,customer_segment
422,Customer_422,user422@email.com,2024-02-26,Manchester,56,Standard
423,Customer_423,user423@email.com,2024-02-27,Manchester,44,Premium
424,Customer_424,user424@email.com,2024-02-28,Birmingham,53,Standard
425,Customer_425,user425@email.com,2024-02-29,Edinburgh,46,Basic
426,Customer_426,user426@email.com,2024-03-01,London,55,Premium
427,Customer_427,user427@email.com,2024-03-02,London,50,Standard
428,Customer_428,user428@email.com,2024-03-03,Edinburgh,54,Standard
429,Customer_429,user429@email.com,2024-03-04,London,44,Basic
430,Customer_430,user430@email.com,2024-03-05,Edinburgh,50,Standard
431,Customer_431,user431@email.com,2024-03-06,London,21,Basic
432,Customer_432,user432@email.com,2024-03-07,Manchester,39,Standard
433,Customer_433,user433@email.com,2024-03-08,London,19,Premium
434,Customer_434,user434@email.com,2024-03-09,Edinburgh,27,Standard
435,Customer_435,user435@email.com,2024-03-10,Edinburgh,22,Basic
436,Customer_436,user436@email.com,2024-03-11,Edinburgh,27,Standard
437,Customer_437,user437@email.com,2024-03-12,Edinburgh,50,Basic
438,Customer_438,user438@email.com,2024-03-13,Edinburgh,55,Basic
439,Customer_439,user439@email.com,2024-03-14,Birmingham,30,Standard
440,Customer_440,user440@email.com,2024-03-15,Birmingham,48,Standard
441,Customer_441,user441@email.com,2024-03-16,London,64,Standard
442,Customer_442,user442@email.com,2024-03-17,Edinburgh,53,Standard
443,Customer_443,user443@email.com,2024-03-18,London,62,Basic
444,Customer_444,user444@email.com,2024-03-19,Edinburgh,41,Basic
445,Customer_445,user445@email.com,2024-03-20,Edinburgh,69,Standard
446,Customer_446,user446@email.com,2024-03-21,Birmingham,32,Standard
447,Customer_447,user447@email.com,2024-03-22,Birmingham,46,Basic
448,Customer_448,user448@email.com,2024-03-23,Manchester,25,Standard
449,Customer_449,user449@email.com,2024-03-24,Birmingham,22,Basic
450,Customer_450,user450@email.com,2024-03-25,Manchester,46,Standard
451,Customer_451,user451@email.com,2024-03-26,Manchester,64,Standard
452,Customer_452,user452@email.com,2024-03-27,Manchester,21,Premium
453,Customer_453,user453@email.com,2024-03-28,Manchester,29,Standard
454,Customer_454,user454@email.com,2024-03-29,Manchester,62,Standard
455,Customer_455,user455@email.com,2024-03-30,London,19,Standard
456,Customer_456,user456@email.com,2024-03-31,Birmingham,44,Premium
457,Customer_457,user457@email.com,2024-04-01,Manchester,48,Basic
458,Customer_458,user458@email.com,2024-04-02,Edinburgh,68,Basic
459,Customer_459,user459@email.com,2024-04-03,Birmingham,68,Standard
460,Customer_460,user460@email.com,2024-04-04,Birmingham,53,Premium
461,Customer_461,user461@email.com,2024-04-05,Manchester,53,Premium
462,Customer_462,user462@email.com,2024-04-06,London,43,Standard
463,Customer_463,user463@email.com,2024-04-07,Manchester,60,Standard
464,Customer_464,user464@email.com,2024-04-08,London,44,Standard
465,Customer_465,user465@email.com,2024-04-09,Edinburgh,22,Standard
466,Customer_466,user466@email.com,2024-04-10,Birmingham,37,Standard
467,Customer_467,user467@email.com,2024-04-11,Edinburgh,28,Standard
468,Customer_468,user468@email.com,2024-04-12,London,27,Standard
469,Customer_469,user469@email.com,2024-04-13,London,57,Basic
470,Customer_470,user470@email.com,2024-04-14,Edinburgh,55,Premium
471,Customer_471,user471@email.com,2024-04-15,London,23,Standard
472,Customer_472,user472@email.com,2024-04-16,Edinburgh,25,Standard
473,Customer_473,user473@email.com,2024-04-17,Birmingham,40,Standard
474,Customer_474,user474@email.com,2024-04-18,Edinburgh,64,Basic
475,Customer_475,user475@email.com,2024-04-19,Birmingham,43,Standard
476,Customer_476,user476@email.com,2024-04-20,Edinburgh,63,Basic
477,Customer_477,user477@email.com,2024-04-21,London,60,Premium
478,Customer_478,user478@email.com,2024-04-22,Edinburgh,29,Premium
479,Customer_479,user479@email.com,2024-04-23,London,43,Basic
480,Customer_480,user480@email.com,2024-04-24,Edinburgh,30,Standard
481,Customer_481,user481@email.com,2024-04-25,Edinburgh,57,Standard
482,Customer_482,user482@email.com,2024-04-26,Manchester,35,Premium
483,Customer_483,user483@email.com,2024-04-27,London,42,Premium
484,Customer_484,user484@email.com,2024-04-28,Manchester,50,Basic
485,Customer_485,user485@email.com,2024-04-29,London,64,Premium
486,Customer_486,user486@email.com,2024-04-30,Manchester,57,Standard
487,Customer_487,user487@email.com,2024-05-01,Birmingham,60,Standard
488,Customer_488,user488@email.com,2024-05-02,Edinburgh,29,Standard
489,Customer_489,user489@email.com,2024-05-03,London,61,Premium
490,Customer_490,user490@email.com,2024-05-04,London,53,Standard
491,Customer_491,user491@email.com,2024-05-05,Edinburgh,65,Premium
492,Customer_492,user492@email.com,2024-05-06,London,21,Basic
493,Customer_493,user493@email.com,2024-05-07,London,22,Standard
494,Customer_494,user494@email.com,2024-05-08,Manchester,54,Standard
495,Customer_495,user495@email.com,2024-05-09,London,25,Basic
496,Customer_496,user496@email.com,2024-05-10,Birmingham,59,Standard
497,Customer_497,user497@email.com,2024-05-11,Birmingham,66,Standard
498,Customer_498,user498@email.com,2024-05-12,Edinburgh,45,Standard
499,Customer_499,user499@email.com,2024-05-13,London,48,Standard
500,Customer_500,user500@email.com,2024-05-14,Edinburgh,26,Standard
501,Customer_501,user501@email.com,2024-05-15,Birmingham,68,Basic
502,Customer_502,user502@email.com,2024-05-16,London,46,Standard
503,Customer_503,user503@email.com,2024-05-17,London,31,Standard
504,Customer_504,user504@email.com,2024-05-18,Edinburgh,57,Basic
505,Customer_505,user505@email.com,2024-05-19,Birmingham,58,Standard
506,Customer_506,user506@email.com,2024-05-20,London,39,Premium
507,Customer_507,user507@email.com,2024-05-21,Edinburgh,28,Standard
508,Customer_508,user508@email.com,2024-05-22,Birmingham,40,Basic
509,Customer_509,user509@email.com,2024-05-23,Edinburgh,18,Premium
510,Customer_510,user510@email.com,2024-05-24,Manchester,63,Standard
511,Customer_511,user511@email.com,2024-05-25,London,54,Standard
512,Customer_512,user512@email.com,2024-05-26,Manchester,38,Standard
513,Customer_513,user513@email.com,2024-05-27,Birmingham,43,Premium
514,Customer_514,user514@email.com,2024-05-28,Manchester,63,Standard
515,Customer_515,user515@email.com,2024-05-29,Manchester,53,Basic
516,Customer_516,user516@email.com,2024-05-30,Birmingham,40,Standard
517,Customer_517,user517@email.com,2024-05-31,Edinburgh,18,Standard
518,Customer_518,user518@email.com,2024-06-01,Manchester,68,Basic
519,Customer_519,user519@email.com,2024-06-02,Edinburgh,57,Basic
520,Customer_520,user520@email.com,2024-06-03,Manchester,32,Standard
521,Customer_521,user521@email.com,2024-06-04,Edinburgh,38,Standard
522,Customer_522,user522@email.com,2024-06-05,Birmingham,64,Premium
523,Customer_523,user523@email.com,2024-06-06,Manchester,26,Basic
524,Customer_524,user524@email.com,2024-06-07,Birmingham,26,Basic
525,Customer_525,user525@email.com,2024-06-08,Manchester,27,Standard
526,Customer_526,user526@email.com,2024-06-09,Birmingham,69,Basic
527,Customer_527,user527@email.com,2024-06-10,Birmingham,43,Standard
528,Customer_528,user528@email.com,2024-06-11,Manchester,58,Standard
529,Customer_529,user529@email.com,2024-06-12,Manchester,52,Premium
530,Customer_530,user530@email.com,2024-06-13,Manchester,69,Basic
531,Customer_531,user531@email.com,2024-06-14,London,42,Premium
532,Customer_532,user532@email.com,2024-06-15,Edinburgh,43,Basic
533,Customer_533,user533@email.com,2024-06-16,London,28,Basic
534,Customer_534,user534@email.com,2024-06-17,London,55,Basic
535,Customer_535,user535@email.com,2024-06-18,Birmingham,19,Premium
536,Customer_536,user536@email.com,2024-06-19,Manchester,24,Standard
537,Customer_537,user537@email.com,2024-06-20,Edinburgh,35,Standard
538,Customer_538,user538@email.com,2024-06-21,Birmingham,44,Standard
539,Customer_539,user539@email.com,2024-06-22,London,51,Premium
540,Customer_540,user540@email.com,2024-06-23,Manchester,44,Basic
541,Customer_541,user541@email.com,2024-06-24,Birmingham,34,Standard
542,Customer_542,user542@email.com,2024-06-25,Manchester,60,Standard
543,Customer_543,user543@email.com,2024-06-26,Birmingham,61,Standard
544,Customer_544,user544@email.com,2024-06-27,Manchester,68,Standard
545,Customer_545,user545@email.com,2024-06-28,London,41,Standard
546,Customer_546,user546@email.com,2024-06-29,Edinburgh,42,Standard
547,Customer_547,user547@email.com,2024-06-30,London,24,Basic
548,Customer_548,user548@email.com,2024-07-01,Edinburgh,69,Standard
549,Customer_549,user549@email.com,2024-07-02,Manchester,23,Basic
550,Customer_550,user550@email.com,2024-07-03,Birmingham,41,Basic
551,Customer_551,user551@email.com,2024-07-04,London,50,Standard
552,Customer_552,user552@email.com,2024-07-05,Edinburgh,66,Basic
553,Customer_553,user553@email.com,2024-07-06,London,46,Premium
554,Customer_554,user554@email.com,2024-07-07,Edinburgh,60,Basic
555,Customer_555,user555@email.com,2024-07-08,London,39,Standard
556,Customer_556,user556@email.com,2024-07-09,Edinburgh,43,Basic
557,Customer_557,user557@email.com,2024-07-10,Edinburgh,45,Basic
558,Customer_558,user558@email.com,2024-07-11,Manchester,67,Basic
559,Customer_559,user559@email.com,2024-07-12,Edinburgh,38,Basic
560,Customer_560,user560@email.com,2024-07-13,Manchester,66,Standard
561,Customer_561,user561@email.com,2024-07-14,Edinburgh,24,Premium
562,Customer_562,user562@email.com,2024-07-15,Birmingham,34,Standard
563,Customer_563,user563@email.com,2024-07-16,Birmingham,37,Premium
564,Customer_564,user564@email.com,2024-07-17,Birmingham,58,Standard
565,Customer_565,user565@email.com,2024-07-18,Edinburgh,66,Standard
566,Customer_566,user566@email.com,2024-07-19,Manchester,37,Basic
567,Customer_567,user567@email.com,2024-07-20,Manchester,39,Standard
568,Customer_568,user568@email.com,2024-07-21,Edinburgh,45,Basic
569,Customer_569,user569@email.com,2024-07-22,Birmingham,57,Premium
570,Customer_570,user570@email.com,2024-07-23,Birmingham,66,Basic
571,Customer_571,user571@email.com,2024-07-24,Manchester,24,Basic
572,Customer_572,user572@email.com,2024-07-25,Birmingham,18,Standard
573,Customer_573,user573@email.com,2024-07-26,London,49,Standard
574,Customer_574,user574@email.com,2024-07-27,Manchester,30,Basic
575,Customer_575,user575@email.com,2024-07-28,Birmingham,47,Premium
576,Customer_576,user576@email.com,2024-07-29,Manchester,40,Standard
577,Customer_577,user577@email.com,2024-07-30,London,68,Standard
578,Customer_578,user578@email.com,2024-07-31,Manchester,36,Premium
579,Customer_579,user579@email.com,2024-08-01,Manchester,49,Standard
580,Customer_580,user580@email.com,2024-08-02,Manchester,47,Premium
581,Customer_581,user581@email.com,2024-08-03,Manchester,46,Premium
582,Customer_582,user582@email.com,2024-08-04,London,66,Premium
583,Customer_583,user583@email.com,2024-08-05,Edinburgh,62,Basic
584,Customer_584,user584@email.com,2024-08-06,Manchester,46,Standard
585,Customer_585,user585@email.com,2024-08-07,Manchester,47,Basic
586,Customer_586,user586@email.com,2024-08-08,Birmingham,33,Standard
587,Customer_587,user587@email.com,2024-08-09,Manchester,57,Standard
588,Customer_588,user588@email.com,2024-08-10,Birmingham,36,Standard
589,Customer_589,user589@email.com,2024-08-11,Edinburgh,35,Standard
590,Customer_590,user590@email.com,2024-08-12,London,18,Premium
591,Customer_591,user591@email.com,2024-08-13,London,31,Standard
592,Customer_592,user592@email.com,2024-08-14,Edinburgh,68,Standard
593,Customer_593,user593@email.com,2024-08-15,London,64,Standard
594,Customer_594,user594@email.com,2024-08-16,Edinburgh,67,Standard
595,Customer_595,user595@email.com,2024-08-17,Edinburgh,19,Premium
596,Customer_596,user596@email.com,2024-08-18,Edinburgh,45,Premium
597,Customer_597,user597@email.com,2024-08-19,London,66,Basic
598,Customer_598,user598@email.com,2024-08-20,Birmingham,67,Standard
599,Customer_599,user599@email.com,2024-08-21,Edinburgh,47,Premium
600,Customer_600,user600@email.com,2024-08-22,Manchester,55,Basic
601,Customer_601,user601@email.com,2024-08-23,London,68,Premium
602,Customer_602,user602@email.com,2024-08-24,Edinburgh,21,Standard
603,Customer_603,user603@email.com,2024-08-25,Edinburgh,18,Basic
604,Customer_604,user604@email.com,2024-08-26,Manchester,25,Standard
605,Customer_605,user605@email.com,2024-08-27,Birmingham,46,Premium
606,Customer_606,user606@email.com,2024-08-28,Birmingham,56,Premium
607,Customer_607,user607@email.com,2024-08-29,Birmingham,20,Standard
608,Customer_608,user608@email.com,2024-08-30,Edinburgh,49,Premium
609,Customer_609,user609@email.com,2024-08-31,Edinburgh,27,Standard
610,Customer_610,user610@email.com,2024-09-01,Edinburgh,27,Premium
611,Customer_611,user611@email.com,2024-09-02,London,36,Standard
612,Customer_612,user612@email.com,2024-09-03,Manchester,63,Basic
613,Customer_613,user613@email.com,2024-09-04,Edinburgh,51,Basic
614,Customer_614,user614@email.com,2024-09-05,Manchester,50,Standard
615,Customer_615,user615@email.com,2024-09-06,Manchester,40,Standard
616,Customer_616,user616@email.com,2024-09-07,Birmingham,45,Standard
617,Customer_617,user617@email.com,2024-09-08,London,49,Standard
618,Customer_618,user618@email.com,2024-09-09,Edinburgh,67,Standard
619,Customer_619,user619@email.com,2024-09-10,Birmingham,24,Premium
620,Customer_620,user620@email.com,2024-09-11,Birmingham,46,Basic
621,Customer_621,user621@email.com,2024-09-12,Edinburgh,25,Standard
622,Customer_622,user622@email.com,2024-09-13,Manchester,18,Premium
623,Customer_623,user623@email.com,2024-09-14,Birmingham,20,Standard
624,Customer_624,user624@email.com,2024-09-15,Manchester,41,Standard
625,Customer_625,user625@email.com,2024-09-16,London,40,Basic
626,Customer_626,user626@email.com,2024-09-17,Manchester,25,Basic
627,Customer_627,user627@email.com,2024-09-18,London,64,Basic
628,Customer_628,user628@email.com,2024-09-19,Manchester,54,Premium
629,Customer_629,user629@email.com,2024-09-20,Birmingham,20,Standard
630,Customer_630,user630@email.com,2024-09-21,Birmingham,68,Standard
631,Customer_631,user631@email.com,2024-09-22,London,50,Premium
632,Customer_632,user632@email.com,2024-09-23,Edinburgh,45,Standard
633,Customer_633,user633@email.com,2024-09-24,London,64,Basic
634,Customer_634,user634@email.com,2024-09-25,London,25,Premium
635,Customer_635,user635@email.com,2024-09-26,Manchester,51,Standard
636,Customer_636,user636@email.com,2024-09-27,Manchester,52,Standard
637,Customer_637,user637@email.com,2024-09-28,London,49,Premium
638,Customer_638,user638@email.com,2024-09-29,Birmingham,41,Standard
639,Customer_639,user639@email.com,2024-09-30,Manchester,31,Basic
640,Customer_640,user640@email.com,2024-10-01,Edinburgh,49,Basic
641,Customer_641,user641@email.com,2024-10-02,Manchester,63,Basic
642,Customer_642,user642@email.com,2024-10-03,Manchester,60,Standard
643,Customer_643,user643@email.com,2024-10-04,Edinburgh,33,Premium
644,Customer_644,user644@email.com,2024-10-05,London,21,Standard
645,Customer_645,user645@email.com,2024-10-06,Edinburgh,69,Standard
646,Customer_646,user646@email.com,2024-10-07,London,54,Basic
647,Customer_647,user647@email.com,2024-10-08,London,38,Premium
648,Customer_648,user648@email.com,2024-10-09,London,31,Standard
649,Customer_649,user649@email.com,2024-10-10,Edinburgh,48,Premium
650,Customer_650,user650@email.com,2024-10-11,London,65,Standard
651,Customer_651,user651@email.com,2024-10-12,Birmingham,35,Basic
652,Customer_652,user652@email.com,2024-10-13,Edinburgh,24,Standard
653,Customer_653,user653@email.com,2024-10-14,Birmingham,27,Standard
654,Customer_654,user654@email.com,2024-10-15,London,24,Standard
655,Customer_655,user655@email.com,2024-10-16,Manchester,50,Standard
656,Customer_656,user656@email.com,2024-10-17,London,40,Basic
657,Customer_657,user657@email.com,2024-10-18,Birmingham,38,Basic
658,Customer_658,user658@email.com,2024-10-19,Birmingham,36,Basic
659,Customer_659,user659@email.com,2024-10-20,Edinburgh,65,Basic
660,Customer_660,user660@email.com,2024-10-21,Manchester,36,Standard
661,Customer_661,user661@email.com,2024-10-22,Edinburgh,53,Standard
662,Customer_662,user662@email.com,2024-10-23,Birmingham,46,Standard
663,Customer_663,user663@email.com,2024-10-24,London,35,Standard
664,Customer_664,user664@email.com,2024-10-25,Manchester,19,Basic
665,Customer_665,user665@email.com,2024-10-26,London,18,Premium
666,Customer_666,user666@email.com,2024-10-27,London,64,Basic
667,Customer_667,user667@email.com,2024-10-28,Manchester,22,Standard
668,Customer_668,user668@email.com,2024-10-29,Edinburgh,37,Standard
669,Customer_669,user669@email.com,2024-10-30,London,28,Standard
670,Customer_670,user670@email.com,2024-10-31,Birmingham,59,Basic
671,Customer_671,user671@email.com,2024-11-01,London,19,Standard
672,Customer_672,user672@email.com,2024-11-02,Manchester,20,Standard
673,Customer_673,user673@email.com,2024-11-03,Manchester,40,Premium
674,Customer_674,user674@email.com,2024-11-04,Manchester,29,Standard
675,Customer_675,user675@email.com,2024-11-05,Edinburgh,37,Premium
676,Customer_676,user676@email.com,2024-11-06,London,22,Basic
677,Customer_677,user677@email.com,2024-11-07,Edinburgh,54,Standard
678,Customer_678,user678@email.com,2024-11-08,Edinburgh,55,Standard
679,Customer_679,user679@email.com,2024-11-09,Manchester,47,Premium
680,Customer_680,user680@email.com,2024-11-10,Manchester,26,Premium
681,Customer_681,user681@email.com,2024-11-11,Edinburgh,51,Basic
682,Customer_682,user682@email.com,2024-11-12,London,61,Premium
683,Customer_683,user683@email.com,2024-11-13,Birmingham,52,Premium
684,Customer_684,user684@email.com,2024-11-14,Edinburgh,69,Premium
685,Customer_685,user685@email.com,2024-11-15,London,39,Basic
686,Customer_686,user686@email.com,2024-11-16,Manchester,61,Basic
687,Customer_687,user687@email.com,2024-11-17,Manchester,41,Standard
688,Customer_688,user688@email.com,2024-11-18,London,34,Standard
689,Customer_689,user689@email.com,2024-11-19,Birmingham,27,Standard
690,Customer_690,user690@email.com,2024-11-20,Manchester,47,Basic
691,Customer_691,user691@email.com,2024-11-21,Manchester,63,Standard
692,Customer_692,user692@email.com,2024-11-22,Manchester,40,Premium
693,Customer_693,user693@email.com,2024-11-23,London,49,Premium
694,Customer_694,user694@email.com,2024-11-24,Edinburgh,34,Premium
695,Customer_695,user695@email.com,2024-11-25,Manchester,67,Standard
696,Customer_696,user696@email.com,2024-11-26,Edinburgh,68,Basic
697,Customer_697,user697@email.com,2024-11-27,Birmingham,34,Standard
698,Customer_698,user698@email.com,2024-11-28,Manchester,31,Premium
699,Customer_699,user699@email.com,2024-11-29,Manchester,26,Premium
700,Customer_700,user700@email.com,2024-11-30,Birmingham,57,Basic
701,Customer_701,user701@email.com,2024-12-01,Manchester,19,Standard
702,Customer_702,user702@email.com,2024-12-02,Edinburgh,62,Basic
703,Customer_703,user703@email.com,2024-12-03,London,42,Standard
704,Customer_704,user704@email.com,2024-12-04,Edinburgh,56,Standard
705,Customer_705,user705@email.com,2024-12-05,London,26,Standard
706,Customer_706,user706@email.com,2024-12-06,London,39,Premium
707,Customer_707,user707@email.com,2024-12-07,Edinburgh,60,Standard
708,Customer_708,user708@email.com,2024-12-08,Edinburgh,63,Basic
709,Customer_709,user709@email.com,2024-12-09,Edinburgh,21,Standard
710,Customer_710,user710@email.com,2024-12-10,Edinburgh,43,Standard
711,Customer_711,user711@email.com,2024-12-11,Birmingham,46,Premium
712,Customer_712,user712@email.com,2024-12-12,Manchester,62,Basic
713,Customer_713,user713@email.com,2024-12-13,London,51,Basic
714,Customer_714,user714@email.com,2024-12-14,Edinburgh,40,Standard
715,Customer_715,user715@email.com,2024-12-15,Edinburgh,54,Basic
716,Customer_716,user716@email.com,2024-12-16,Edinburgh,28,Standard
717,Customer_717,user717@email.com,2024-12-17,Birmingham,23,Standard
718,Customer_718,user718@email.com,2024-12-18,Edinburgh,35,Basic
719,Customer_719,user719@email.com,2024-12-19,Edinburgh,38,Basic
720,Customer_720,user720@email.com,2024-12-20,Edinburgh,59,Standard
721,Customer_721,user721@email.com,2024-12-21,Manchester,53,Premium
722,Customer_722,user722@email.com,2024-12-22,Birmingham,58,Standard
723,Customer_723,user723@email.com,2024-12-23,Edinburgh,55,Basic
724,Customer_724,user724@email.com,2024-12-24,London,51,Standard
725,Customer_725,user725@email.com,2024-12-25,London,34,Standard
726,Customer_726,user726@email.com,2024-12-26,London,54,Standard
727,Customer_727,user727@email.com,2024-12-27,Birmingham,42,Standard
728,Customer_728,user728@email.com,2024-12-28,Birmingham,55,Standard
729,Customer_729,user729@email.com,2024-12-29,London,29,Basic
730,Customer_730,user730@email.com,2024-12-30,Edinburgh,40,Standard
731,Customer_731,user731@email.com,2024-12-31,Birmingham,59,Premium
732,Customer_732,user732@email.com,2025-01-01,London,39,Premium
733,Customer_733,user733@email.com,2025-01-02,London,38,Basic
734,Customer_734,user734@email.com,2025-01-03,Edinburgh,44,Standard
735,Customer_735,user735@email.com,2025-01-04,Manchester,48,Standard
736,Customer_736,user736@email.com,2025-01-05,Birmingham,23,Basic
737,Customer_737,user737@email.com,2025-01-06,Edinburgh,44,Basic
738,Customer_738,user738@email.com,2025-01-07,London,57,Basic
739,Customer_739,user739@email.com,2025-01-08,London,51,Basic
740,Customer_740,user740@email.com,2025-01-09,Edinburgh,29,Standard
741,Customer_741,user741@email.com,2025-01-10,Birmingham,62,Basic
742,Customer_742,user742@email.com,2025-01-11,Manchester,24,Standard
743,Customer_743,user743@email.com,2025-01-12,Manchester,27,Basic
744,Customer_744,user744@email.com,2025-01-13,London,62,Basic
745,Customer_745,user745@email.com,2025-01-14,Birmingham,34,Basic
746,Customer_746,user746@email.com,2025-01-15,Manchester,43,Standard
747,Customer_747,user747@email.com,2025-01-16,Birmingham,38,Premium
748,Customer_748,user748@email.com,2025-01-17,Birmingham,45,Standard
749,Customer_749,user749@email.com,2025-01-18,London,63,Basic
750,Customer_750,user750@email.com,2025-01-19,Manchester,19,Basic
751,Customer_751,user751@email.com,2025-01-20,Edinburgh,60,Premium
752,Customer_752,user752@email.com,2025-01-21,London,18,Premium
753,Customer_753,user753@email.com,2025-01-22,Manchester,68,Premium
754,Customer_754,user754@email.com,2025-01-23,Manchester,53,Basic
755,Customer_755,user755@email.com,2025-01-24,Manchester,68,Basic
756,Customer_756,user756@email.com,2025-01-25,Manchester,43,Standard
757,Customer_757,user757@email.com,2025-01-26,Manchester,46,Standard
758,Customer_758,user758@email.com,2025-01-27,Birmingham,38,Basic
759,Customer_759,user759@email.com,2025-01-28,London,28,Basic
760,Customer_760,user760@email.com,2025-01-29,Birmingham,57,Standard
761,Customer_761,user761@email.com,2025-01-30,Edinburgh,28,Standard
762,Customer_762,user762@email.com,2025-01-31,Manchester,53,Standard
763,Customer_763,user763@email.com,2025-02-01,London,66,Standard
764,Customer_764,user764@email.com,2025-02-02,Manchester,56,Standard
765,Customer_765,user765@email.com,2025-02-03,London,57,Standard
766,Customer_766,user766@email.com,2025-02-04,Birmingham,52,Basic
767,Customer_767,user767@email.com,2025-02-05,London,51,Standard
768,Customer_768,user768@email.com,2025-02-06,Edinburgh,64,Basic
769,Customer_769,user769@email.com,2025-02-07,Edinburgh,41,Premium
770,Customer_770,user770@email.com,2025-02-08,London,39,Standard
771,Customer_771,user771@email.com,2025-02-09,London,22,Premium
772,Customer_772,user772@email.com,2025-02-10,London,50,Standard
773,Customer_773,user773@email.com,2025-02-11,London,53,Basic
774,Customer_774,user774@email.com,2025-02-12,Edinburgh,64,Basic
775,Customer_775,user775@email.com,2025-02-13,Manchester,37,Premium
776,Customer_776,user776@email.com,2025-02-14,London,36,Standard
777,Customer_777,user777@email.com,2025-02-15,London,52,Basic
778,Customer_778,user778@email.com,2025-02-16,Edinburgh,69,Standard
779,Customer_779,user779@email.com,2025-02-17,Edinburgh,60,Standard
780,Customer_780,user780@email.com,2025-02-18,Birmingham,34,Basic
781,Customer_781,user781@email.com,2025-02-19,London,62,Standard
782,Customer_782,user782@email.com,2025-02-20,Birmingham,60,Premium
783,Customer_783,user783@email.com,2025-02-21,Edinburgh,51,Standard
784,Customer_784,user784@email.com,2025-02-22,Edinburgh,26,Basic
785,Customer_785,user785@email.com,2025-02-23,Manchester,43,Standard
786,Customer_786,user786@email.com,2025-02-24,London,19,Premium
787,Customer_787,user787@email.com,2025-02-25,Birmingham,26,Basic
788,Customer_788,user788@email.com,2025-02-26,Edinburgh,26,Premium
789,Customer_789,user789@email.com,2025-02-27,Edinburgh,57,Basic
790,Customer_790,user790@email.com,2025-02-28,Birmingham,34,Standard
791,Customer_791,user791@email.com,2025-03-01,Manchester,18,Basic
792,Customer_792,user792@email.com,2025-03-02,Edinburgh,42,Standard
793,Customer_793,user793@email.com,2025-03-03,London,60,Standard
794,Customer_794,user794@email.com,2025-03-04,Edinburgh,57,Premium
795,Customer_795,user795@email.com,2025-03-05,London,59,Standard
796,Customer_796,user796@email.com,2025-03-06,Birmingham,42,Basic
797,Customer_797,user797@email.com,2025-03-07,London,56,Basic
798,Customer_798,user798@email.com,2025-03-08,Birmingham,52,Standard
799,Customer_799,user799@email.com,2025-03-09,London,20,Standard
800,Customer_800,user800@email.com,2025-03-10,Birmingham,67,Basic
801,Customer_801,user801@email.com,2025-03-11,London,54,Basic
802,Customer_802,user802@email.com,2025-03-12,Manchester,61,Standard
803,Customer_803,user803@email.com,2025-03-13,London,61,Standard
804,Customer_804,user804@email.com,2025-03-14,London,68,Standard
805,Customer_805,user805@email.com,2025-03-15,Manchester,47,Standard
806,Customer_806,user806@email.com,2025-03-16,Edinburgh,55,Premium
807,Customer_807,user807@email.com,2025-03-17,Edinburgh,51,Standard
808,Customer_808,user808@email.com,2025-03-18,London,29,Standard
809,Customer_809,user809@email.com,2025-03-19,Manchester,36,Basic
810,Customer_810,user810@email.com,2025-03-20,London,54,Premium
811,Customer_811,user811@email.com,2025-03-21,Birmingham,61,Standard
812,Customer_812,user812@email.com,2025-03-22,Birmingham,66,Standard
813,Customer_813,user813@email.com,2025-03-23,London,34,Standard
814,Customer_814,user814@email.com,2025-03-24,Edinburgh,27,Premium
815,Customer_815,user815@email.com,2025-03-25,Edinburgh,66,Standard
816,Customer_816,user816@email.com,2025-03-26,London,64,Standard
817,Customer_817,user817@email.com,2025-03-27,London,29,Standard
818,Customer_818,user818@email.com,2025-03-28,Birmingham,33,Standard
819,Customer_819,user819@email.com,2025-03-29,Edinburgh,41,Standard
820,Customer_820,user820@email.com,2025-03-30,London,36,Basic
821,Customer_821,user821@email.com,2025-03-31,Birmingham,25,Standard
822,Customer_822,user822@email.com,2025-04-01,Edinburgh,48,Basic
823,Customer_823,user823@email.com,2025-04-02,Manchester,38,Standard
824,Customer_824,user824@email.com,2025-04-03,Birmingham,34,Premium
825,Customer_825,user825@email.com,2025-04-04,Edinburgh,40,Premium
826,Customer_826,user826@email.com,2025-04-05,Edinburgh,54,Standard
827,Customer_827,user827@email.com,2025-04-06,Birmingham,33,Basic
828,Customer_828,user828@email.com,2025-04-07,Manchester,23,Basic
829,Customer_829,user829@email.com,2025-04-08,Birmingham,25,Basic
830,Customer_830,user830@email.com,2025-04-09,Edinburgh,42,Standard
831,Customer_831,user831@email.com,2025-04-10,London,35,Standard
832,Customer_832,user832@email.com,2025-04-11,London,42,Premium
833,Customer_833,user833@email.com,2025-04-12,Birmingham,29,Standard
834,Customer_834,user834@email.com,2025-04-13,Edinburgh,32,Standard
835,Customer_835,user835@email.com,2025-04-14,London,43,Premium
836,Customer_836,user836@email.com,2025-04-15,Edinburgh,58,Standard
837,Customer_837,user837@email.com,2025-04-16,Birmingham,62,Standard
838,Customer_838,user838@email.com,2025-04-17,London,43,Basic
839,Customer_839,user839@email.com,2025-04-18,Edinburgh,64,Basic
840,Customer_840,user840@email.com,2025-04-19,London,49,Basic
841,Customer_841,user841@email.com,2025-04-20,Birmingham,27,Standard
842,Customer_842,user842@email.com,2025-04-21,Edinburgh,33,Standard
843,Customer_843,user843@email.com,2025-04-22,London,24,Standard
844,Customer_844,user844@email.com,2025-04-23,Birmingham,34,Basic
845,Customer_845,user845@email.com,2025-04-24,London,40,Premium
